transferring data
Mon Jun 21 12:23:21 PDT 2021

Finished transferring
Mon Jun 21 12:23:23 PDT 2021

Adas: Argument Parser Options
---------------------------------------------
    config              : HistoKTconfigs/BACH_transformed-configAdas.yaml
    data                : /localscratch/zhan8425.5632356.0        
    output              : .Adas-output/BACH_transformed           
    checkpoint          : .Adas-checkpoint/BACH_transformed       
    resume              : None                                    
    root                : .                                       
    save_freq           : 25                                      
    cpu                 : 0                                       
    gpu                 : 0                                       
    mpd                 : 0                                       
    dist_url            : tcp://127.0.0.1:23456                   
    dist_backend        : nccl                                    
    world_size          : -1                                      
    rank                : -1                                      
---------------------------------------------
Adas: Notice: early stop will not be used as it was set to -1.0, training till completion
Adas: Experiment Configuration
---------------------------------------------
    dataset              BACH_transformed    
    network              ResNet18            
    optimizer            Adas                
    scheduler            None                
    level                L3Only              
    color_kwargs         {'augmentation': 'Color-Distortion', 'distortion': 0.3}
    degree_of_rotation   45                  
    vertical_flipping    0.5                 
    horizontal_flipping  0.5                 
    horizontal_shift     0.1                 
    vertical_shift       0.1                 
    gaussian_blur        0                   
    kernel_size          9                   
    variance             0.1                 
    cutout               0                   
    n_holes              1                   
    cutout_length        16                  
    init_lr              0.03                
    early_stop_threshold -1.0                
    optimizer_kwargs     {'momentum': 0.9, 'weight_decay': 0.0005, 'beta': 0.98, 'linear': 0.0, 'gamma': 0.5, 'step_size': 25.0}
    scheduler_kwargs     {}
    p                    1                   
    start_trial          0                   
    n_trials             3                   
    num_workers          4                   
    max_epochs           250                 
    mini_batch_size      32                  
    loss                 cross_entropy       
    early_stop_patience  10                  
---------------------------------------------
Adas: Pytorch device is set to cuda
Adas on BACH_transformed: T 1/3 | E 1/250 Ended | E Time: 9.927s | ~Time Left: 2471.929s |  Train Loss: 1.9119 | Train Acc. 29.9582% | Test Loss: 10.6001 | Test Acc. 27.9167%
Adas on BACH_transformed: T 1/3 | E 116/250 Ended | E Time: 6.909s | ~Time Left: 925.749s |  Train Loss: 0.5736 | Train Acc. 77.8706% | Test Loss: 0.6662 | Test Acc. 74.5833%
Adas on BACH_transformed: T 1/3 | E 117/250 Ended | E Time: 7.347s | ~Time Left: 977.202s |  Train Loss: 0.5477 | Train Acc. 77.2443% | Test Loss: 0.7124 | Test Acc. 73.3333%
Adas on BACH_transformed: T 1/3 | E 118/250 Ended | E Time: 7.351s | ~Time Left: 970.325s |  Train Loss: 0.5302 | Train Acc. 77.8706% | Test Loss: 0.6707 | Test Acc. 74.1667%
Adas on BACH_transformed: T 1/3 | E 119/250 Ended | E Time: 7.092s | ~Time Left: 929.024s |  Train Loss: 0.5169 | Train Acc. 79.5407% | Test Loss: 0.6779 | Test Acc. 72.5000%
Adas on BACH_transformed: T 1/3 | E 120/250 Ended | E Time: 6.941s | ~Time Left: 902.382s |  Train Loss: 0.5288 | Train Acc. 78.6013% | Test Loss: 0.7230 | Test Acc. 70.4167%
Adas on BACH_transformed: T 1/3 | E 121/250 Ended | E Time: 6.991s | ~Time Left: 901.879s |  Train Loss: 0.4965 | Train Acc. 81.2109% | Test Loss: 0.9470 | Test Acc. 63.7500%
Adas on BACH_transformed: T 1/3 | E 122/250 Ended | E Time: 7.084s | ~Time Left: 906.774s |  Train Loss: 0.5381 | Train Acc. 79.4363% | Test Loss: 0.6169 | Test Acc. 79.1667%
Adas on BACH_transformed: T 1/3 | E 123/250 Ended | E Time: 7.033s | ~Time Left: 893.205s |  Train Loss: 0.4869 | Train Acc. 80.2714% | Test Loss: 0.7082 | Test Acc. 71.2500%
Adas on BACH_transformed: T 1/3 | E 124/250 Ended | E Time: 6.928s | ~Time Left: 872.981s |  Train Loss: 0.4895 | Train Acc. 80.4802% | Test Loss: 0.5670 | Test Acc. 80.0000%
Adas on BACH_transformed: T 1/3 | E 125/250 Ended | E Time: 7.066s | ~Time Left: 883.233s |  Train Loss: 0.4755 | Train Acc. 80.7933% | Test Loss: 0.7148 | Test Acc. 74.5833%
Adas on BACH_transformed: T 1/3 | E 126/250 Ended | E Time: 7.422s | ~Time Left: 920.309s |  Train Loss: 0.4967 | Train Acc. 79.8539% | Test Loss: 0.7083 | Test Acc. 74.1667%
Adas on BACH_transformed: T 1/3 | E 127/250 Ended | E Time: 7.116s | ~Time Left: 875.306s |  Train Loss: 0.4955 | Train Acc. 80.7933% | Test Loss: 0.7109 | Test Acc. 72.0833%
Adas on BACH_transformed: T 1/3 | E 128/250 Ended | E Time: 6.926s | ~Time Left: 844.974s |  Train Loss: 0.4769 | Train Acc. 82.0459% | Test Loss: 0.9602 | Test Acc. 70.4167%
Adas on BACH_transformed: T 1/3 | E 129/250 Ended | E Time: 6.952s | ~Time Left: 841.174s |  Train Loss: 0.4969 | Train Acc. 80.1670% | Test Loss: 0.7529 | Test Acc. 71.2500%
Adas on BACH_transformed: T 1/3 | E 130/250 Ended | E Time: 7.632s | ~Time Left: 915.785s |  Train Loss: 0.4399 | Train Acc. 81.9415% | Test Loss: 0.9024 | Test Acc. 69.5833%
Adas on BACH_transformed: T 1/3 | E 131/250 Ended | E Time: 7.087s | ~Time Left: 843.330s |  Train Loss: 0.4765 | Train Acc. 80.7933% | Test Loss: 0.8071 | Test Acc. 68.7500%
Adas on BACH_transformed: T 1/3 | E 132/250 Ended | E Time: 6.897s | ~Time Left: 813.817s |  Train Loss: 0.4250 | Train Acc. 83.6117% | Test Loss: 0.7508 | Test Acc. 73.7500%
Adas on BACH_transformed: T 1/3 | E 133/250 Ended | E Time: 6.929s | ~Time Left: 810.735s |  Train Loss: 0.4561 | Train Acc. 81.7328% | Test Loss: 0.8081 | Test Acc. 75.0000%
Adas on BACH_transformed: T 1/3 | E 134/250 Ended | E Time: 7.318s | ~Time Left: 848.850s |  Train Loss: 0.4474 | Train Acc. 82.7766% | Test Loss: 1.1450 | Test Acc. 61.6667%
Adas on BACH_transformed: T 1/3 | E 135/250 Ended | E Time: 7.075s | ~Time Left: 813.671s |  Train Loss: 0.3810 | Train Acc. 86.0125% | Test Loss: 0.6499 | Test Acc. 77.9167%
Adas on BACH_transformed: T 1/3 | E 136/250 Ended | E Time: 6.922s | ~Time Left: 789.115s |  Train Loss: 0.3999 | Train Acc. 84.7599% | Test Loss: 0.6658 | Test Acc. 73.3333%
Adas on BACH_transformed: T 1/3 | E 137/250 Ended | E Time: 6.988s | ~Time Left: 789.603s |  Train Loss: 0.3976 | Train Acc. 84.0292% | Test Loss: 0.6802 | Test Acc. 78.7500%
Adas on BACH_transformed: T 1/3 | E 138/250 Ended | E Time: 6.961s | ~Time Left: 779.651s |  Train Loss: 0.4660 | Train Acc. 82.2547% | Test Loss: 0.6020 | Test Acc. 77.9167%
Adas on BACH_transformed: T 1/3 | E 139/250 Ended | E Time: 6.935s | ~Time Left: 769.802s |  Train Loss: 0.3945 | Train Acc. 84.3424% | Test Loss: 0.6581 | Test Acc. 75.4167%
Adas on BACH_transformed: T 1/3 | E 140/250 Ended | E Time: 7.157s | ~Time Left: 787.251s |  Train Loss: 0.3861 | Train Acc. 85.1775% | Test Loss: 0.5837 | Test Acc. 76.6667%
Adas on BACH_transformed: T 1/3 | E 141/250 Ended | E Time: 6.935s | ~Time Left: 755.958s |  Train Loss: 0.3745 | Train Acc. 86.6388% | Test Loss: 0.9439 | Test Acc. 70.8333%
Adas on BACH_transformed: T 1/3 | E 142/250 Ended | E Time: 7.094s | ~Time Left: 766.157s |  Train Loss: 0.3992 | Train Acc. 86.2213% | Test Loss: 0.5338 | Test Acc. 81.2500%
Adas on BACH_transformed: T 1/3 | E 143/250 Ended | E Time: 7.328s | ~Time Left: 784.150s |  Train Loss: 0.3492 | Train Acc. 86.5344% | Test Loss: 0.7785 | Test Acc. 71.6667%
Adas on BACH_transformed: T 1/3 | E 144/250 Ended | E Time: 6.911s | ~Time Left: 732.584s |  Train Loss: 0.3569 | Train Acc. 85.0731% | Test Loss: 0.7907 | Test Acc. 73.7500%
Adas on BACH_transformed: T 1/3 | E 145/250 Ended | E Time: 7.012s | ~Time Left: 736.289s |  Train Loss: 0.3659 | Train Acc. 85.5950% | Test Loss: 0.8470 | Test Acc. 68.7500%
Adas on BACH_transformed: T 1/3 | E 146/250 Ended | E Time: 7.174s | ~Time Left: 746.076s |  Train Loss: 0.3919 | Train Acc. 84.6555% | Test Loss: 0.6878 | Test Acc. 77.5000%
Adas on BACH_transformed: T 1/3 | E 147/250 Ended | E Time: 7.434s | ~Time Left: 765.687s |  Train Loss: 0.3494 | Train Acc. 86.2213% | Test Loss: 0.6323 | Test Acc. 75.4167%
Adas on BACH_transformed: T 1/3 | E 148/250 Ended | E Time: 6.896s | ~Time Left: 703.354s |  Train Loss: 0.3365 | Train Acc. 87.5783% | Test Loss: 0.5232 | Test Acc. 78.7500%
Adas on BACH_transformed: T 1/3 | E 149/250 Ended | E Time: 6.864s | ~Time Left: 693.252s |  Train Loss: 0.3302 | Train Acc. 87.3695% | Test Loss: 0.4950 | Test Acc. 82.0833%
Adas on BACH_transformed: T 1/3 | E 150/250 Ended | E Time: 7.207s | ~Time Left: 720.712s |  Train Loss: 0.3030 | Train Acc. 88.9353% | Test Loss: 0.5144 | Test Acc. 82.0833%
Adas on BACH_transformed: T 1/3 | E 151/250 Ended | E Time: 6.934s | ~Time Left: 686.426s |  Train Loss: 0.3164 | Train Acc. 88.3090% | Test Loss: 0.5247 | Test Acc. 78.3333%
Adas on BACH_transformed: T 1/3 | E 152/250 Ended | E Time: 7.080s | ~Time Left: 693.862s |  Train Loss: 0.3065 | Train Acc. 87.3695% | Test Loss: 0.6009 | Test Acc. 75.4167%
Adas on BACH_transformed: T 1/3 | E 153/250 Ended | E Time: 7.040s | ~Time Left: 682.851s |  Train Loss: 0.3120 | Train Acc. 88.6221% | Test Loss: 0.5223 | Test Acc. 78.3333%
Adas on BACH_transformed: T 1/3 | E 154/250 Ended | E Time: 7.148s | ~Time Left: 686.226s |  Train Loss: 0.3043 | Train Acc. 88.6221% | Test Loss: 0.5294 | Test Acc. 83.3333%
Adas on BACH_transformed: T 1/3 | E 155/250 Ended | E Time: 6.886s | ~Time Left: 654.209s |  Train Loss: 0.2756 | Train Acc. 89.4572% | Test Loss: 0.5559 | Test Acc. 83.3333%
Adas on BACH_transformed: T 1/3 | E 156/250 Ended | E Time: 6.983s | ~Time Left: 656.411s |  Train Loss: 0.3114 | Train Acc. 86.7432% | Test Loss: 0.7052 | Test Acc. 77.0833%
Adas on BACH_transformed: T 1/3 | E 157/250 Ended | E Time: 6.932s | ~Time Left: 644.715s |  Train Loss: 0.2790 | Train Acc. 89.4572% | Test Loss: 0.5193 | Test Acc. 80.8333%
Adas on BACH_transformed: T 1/3 | E 158/250 Ended | E Time: 7.664s | ~Time Left: 705.049s |  Train Loss: 0.2638 | Train Acc. 89.6660% | Test Loss: 0.4893 | Test Acc. 80.0000%
Adas on BACH_transformed: T 1/3 | E 159/250 Ended | E Time: 7.043s | ~Time Left: 640.937s |  Train Loss: 0.2576 | Train Acc. 90.1879% | Test Loss: 0.5954 | Test Acc. 78.7500%
Adas on BACH_transformed: T 1/3 | E 160/250 Ended | E Time: 6.927s | ~Time Left: 623.425s |  Train Loss: 0.2870 | Train Acc. 89.0397% | Test Loss: 0.5365 | Test Acc. 81.6667%
Adas on BACH_transformed: T 1/3 | E 161/250 Ended | E Time: 6.958s | ~Time Left: 619.289s |  Train Loss: 0.2689 | Train Acc. 90.6054% | Test Loss: 0.6334 | Test Acc. 77.9167%
Adas on BACH_transformed: T 1/3 | E 162/250 Ended | E Time: 7.086s | ~Time Left: 623.548s |  Train Loss: 0.3022 | Train Acc. 87.7871% | Test Loss: 0.6809 | Test Acc. 75.0000%
Adas on BACH_transformed: T 1/3 | E 163/250 Ended | E Time: 6.938s | ~Time Left: 603.636s |  Train Loss: 0.3181 | Train Acc. 86.9520% | Test Loss: 0.5523 | Test Acc. 80.4167%
Adas on BACH_transformed: T 1/3 | E 164/250 Ended | E Time: 6.863s | ~Time Left: 590.221s |  Train Loss: 0.2549 | Train Acc. 91.0230% | Test Loss: 0.5167 | Test Acc. 79.5833%
Adas on BACH_transformed: T 1/3 | E 165/250 Ended | E Time: 6.961s | ~Time Left: 591.709s |  Train Loss: 0.2847 | Train Acc. 88.8309% | Test Loss: 0.5998 | Test Acc. 80.0000%
Adas on BACH_transformed: T 1/3 | E 166/250 Ended | E Time: 6.992s | ~Time Left: 587.323s |  Train Loss: 0.2532 | Train Acc. 89.9791% | Test Loss: 0.4540 | Test Acc. 82.0833%
Adas on BACH_transformed: T 1/3 | E 167/250 Ended | E Time: 7.031s | ~Time Left: 583.536s |  Train Loss: 0.2483 | Train Acc. 90.9186% | Test Loss: 0.5474 | Test Acc. 78.3333%
Adas on BACH_transformed: T 1/3 | E 168/250 Ended | E Time: 7.129s | ~Time Left: 584.613s |  Train Loss: 0.2304 | Train Acc. 91.4405% | Test Loss: 0.4460 | Test Acc. 82.9167%
Adas on BACH_transformed: T 1/3 | E 169/250 Ended | E Time: 6.946s | ~Time Left: 562.631s |  Train Loss: 0.2788 | Train Acc. 88.5177% | Test Loss: 0.6045 | Test Acc. 78.3333%
Adas on BACH_transformed: T 1/3 | E 170/250 Ended | E Time: 7.102s | ~Time Left: 568.177s |  Train Loss: 0.2244 | Train Acc. 92.5887% | Test Loss: 0.5590 | Test Acc. 79.1667%
Adas on BACH_transformed: T 1/3 | E 171/250 Ended | E Time: 7.000s | ~Time Left: 552.971s |  Train Loss: 0.2536 | Train Acc. 90.3967% | Test Loss: 0.5379 | Test Acc. 80.4167%
Adas on BACH_transformed: T 1/3 | E 172/250 Ended | E Time: 7.072s | ~Time Left: 551.588s |  Train Loss: 0.2573 | Train Acc. 89.9791% | Test Loss: 0.4501 | Test Acc. 82.9167%
Adas on BACH_transformed: T 1/3 | E 173/250 Ended | E Time: 7.310s | ~Time Left: 562.874s |  Train Loss: 0.2202 | Train Acc. 92.2756% | Test Loss: 0.5565 | Test Acc. 83.3333%
Adas on BACH_transformed: T 1/3 | E 174/250 Ended | E Time: 7.203s | ~Time Left: 547.413s |  Train Loss: 0.2000 | Train Acc. 93.7370% | Test Loss: 0.7102 | Test Acc. 72.5000%
Adas on BACH_transformed: T 1/3 | E 175/250 Ended | E Time: 7.310s | ~Time Left: 548.257s |  Train Loss: 0.2155 | Train Acc. 91.2317% | Test Loss: 0.6129 | Test Acc. 79.1667%
Adas on BACH_transformed: T 1/3 | E 176/250 Ended | E Time: 6.869s | ~Time Left: 508.329s |  Train Loss: 0.2210 | Train Acc. 91.1273% | Test Loss: 0.4649 | Test Acc. 84.5833%
Adas on BACH_transformed: T 1/3 | E 177/250 Ended | E Time: 6.951s | ~Time Left: 507.413s |  Train Loss: 0.2543 | Train Acc. 91.0230% | Test Loss: 0.4408 | Test Acc. 80.8333%
Adas on BACH_transformed: T 1/3 | E 178/250 Ended | E Time: 6.957s | ~Time Left: 500.907s |  Train Loss: 0.2019 | Train Acc. 92.3800% | Test Loss: 0.5815 | Test Acc. 80.8333%
Adas on BACH_transformed: T 1/3 | E 179/250 Ended | E Time: 6.908s | ~Time Left: 490.486s |  Train Loss: 0.2303 | Train Acc. 91.6493% | Test Loss: 0.4732 | Test Acc. 80.4167%
Adas on BACH_transformed: T 1/3 | E 180/250 Ended | E Time: 6.936s | ~Time Left: 485.550s |  Train Loss: 0.2055 | Train Acc. 91.2317% | Test Loss: 0.5212 | Test Acc. 80.4167%
Adas on BACH_transformed: T 1/3 | E 181/250 Ended | E Time: 8.377s | ~Time Left: 577.990s |  Train Loss: 0.2116 | Train Acc. 91.2317% | Test Loss: 0.5425 | Test Acc. 82.0833%
Adas on BACH_transformed: T 1/3 | E 182/250 Ended | E Time: 6.979s | ~Time Left: 474.557s |  Train Loss: 0.2275 | Train Acc. 91.7537% | Test Loss: 0.5529 | Test Acc. 84.1667%
Adas on BACH_transformed: T 1/3 | E 183/250 Ended | E Time: 6.937s | ~Time Left: 464.752s |  Train Loss: 0.2051 | Train Acc. 93.3194% | Test Loss: 0.4839 | Test Acc. 84.1667%
Adas on BACH_transformed: T 1/3 | E 184/250 Ended | E Time: 7.001s | ~Time Left: 462.081s |  Train Loss: 0.1871 | Train Acc. 93.4238% | Test Loss: 0.5225 | Test Acc. 82.5000%
Adas on BACH_transformed: T 1/3 | E 185/250 Ended | E Time: 7.989s | ~Time Left: 519.277s |  Train Loss: 0.1991 | Train Acc. 92.6931% | Test Loss: 0.5079 | Test Acc. 82.5000%
Adas on BACH_transformed: T 1/3 | E 186/250 Ended | E Time: 6.953s | ~Time Left: 444.962s |  Train Loss: 0.2163 | Train Acc. 92.1712% | Test Loss: 0.4562 | Test Acc. 83.7500%
Adas on BACH_transformed: T 1/3 | E 187/250 Ended | E Time: 6.958s | ~Time Left: 438.341s |  Train Loss: 0.2136 | Train Acc. 92.7975% | Test Loss: 0.5718 | Test Acc. 78.7500%
Adas on BACH_transformed: T 1/3 | E 188/250 Ended | E Time: 6.891s | ~Time Left: 427.231s |  Train Loss: 0.1796 | Train Acc. 93.8413% | Test Loss: 0.4784 | Test Acc. 80.8333%
Adas on BACH_transformed: T 1/3 | E 189/250 Ended | E Time: 7.238s | ~Time Left: 441.520s |  Train Loss: 0.1843 | Train Acc. 93.0063% | Test Loss: 0.5303 | Test Acc. 81.2500%
Adas on BACH_transformed: T 1/3 | E 190/250 Ended | E Time: 7.014s | ~Time Left: 420.856s |  Train Loss: 0.2157 | Train Acc. 92.1712% | Test Loss: 0.4842 | Test Acc. 82.5000%
Adas on BACH_transformed: T 1/3 | E 191/250 Ended | E Time: 6.915s | ~Time Left: 408.013s |  Train Loss: 0.1835 | Train Acc. 92.7975% | Test Loss: 0.5820 | Test Acc. 82.0833%
Adas on BACH_transformed: T 1/3 | E 192/250 Ended | E Time: 6.957s | ~Time Left: 403.528s |  Train Loss: 0.1672 | Train Acc. 94.6764% | Test Loss: 0.4931 | Test Acc. 83.7500%
Adas on BACH_transformed: T 1/3 | E 193/250 Ended | E Time: 7.732s | ~Time Left: 440.724s |  Train Loss: 0.1911 | Train Acc. 93.2150% | Test Loss: 0.4362 | Test Acc. 84.1667%
Adas on BACH_transformed: T 1/3 | E 194/250 Ended | E Time: 6.882s | ~Time Left: 385.416s |  Train Loss: 0.2112 | Train Acc. 92.5887% | Test Loss: 0.4218 | Test Acc. 88.3333%
Adas on BACH_transformed: T 1/3 | E 195/250 Ended | E Time: 7.082s | ~Time Left: 389.491s |  Train Loss: 0.1839 | Train Acc. 93.3194% | Test Loss: 0.3402 | Test Acc. 86.2500%
Adas on BACH_transformed: T 1/3 | E 196/250 Ended | E Time: 6.906s | ~Time Left: 372.935s |  Train Loss: 0.1812 | Train Acc. 93.1106% | Test Loss: 0.5260 | Test Acc. 82.0833%
Adas on BACH_transformed: T 1/3 | E 197/250 Ended | E Time: 6.900s | ~Time Left: 365.698s |  Train Loss: 0.1740 | Train Acc. 93.8413% | Test Loss: 0.5071 | Test Acc. 82.0833%
Adas on BACH_transformed: T 1/3 | E 198/250 Ended | E Time: 6.856s | ~Time Left: 356.515s |  Train Loss: 0.1682 | Train Acc. 94.2589% | Test Loss: 0.4574 | Test Acc. 85.0000%
Adas on BACH_transformed: T 1/3 | E 199/250 Ended | E Time: 7.814s | ~Time Left: 398.506s |  Train Loss: 0.1959 | Train Acc. 91.9624% | Test Loss: 0.3711 | Test Acc. 87.9167%
Adas on BACH_transformed: T 1/3 | E 200/250 Ended | E Time: 7.074s | ~Time Left: 353.717s |  Train Loss: 0.1610 | Train Acc. 94.0501% | Test Loss: 0.4232 | Test Acc. 83.7500%
Adas on BACH_transformed: T 1/3 | E 201/250 Ended | E Time: 6.912s | ~Time Left: 338.690s |  Train Loss: 0.1687 | Train Acc. 93.9457% | Test Loss: 0.4801 | Test Acc. 83.3333%
Adas on BACH_transformed: T 1/3 | E 202/250 Ended | E Time: 6.879s | ~Time Left: 330.196s |  Train Loss: 0.1553 | Train Acc. 94.5720% | Test Loss: 0.3470 | Test Acc. 85.0000%
Adas on BACH_transformed: T 1/3 | E 203/250 Ended | E Time: 6.917s | ~Time Left: 325.109s |  Train Loss: 0.1328 | Train Acc. 95.5115% | Test Loss: 0.4074 | Test Acc. 86.6667%
Adas on BACH_transformed: T 1/3 | E 204/250 Ended | E Time: 6.932s | ~Time Left: 318.872s |  Train Loss: 0.1574 | Train Acc. 94.1545% | Test Loss: 0.3890 | Test Acc. 84.5833%
Adas on BACH_transformed: T 1/3 | E 205/250 Ended | E Time: 7.315s | ~Time Left: 329.197s |  Train Loss: 0.1481 | Train Acc. 94.8852% | Test Loss: 0.4694 | Test Acc. 84.5833%
Adas on BACH_transformed: T 1/3 | E 206/250 Ended | E Time: 7.165s | ~Time Left: 315.276s |  Train Loss: 0.1647 | Train Acc. 93.8413% | Test Loss: 0.3962 | Test Acc. 87.5000%
Adas on BACH_transformed: T 1/3 | E 207/250 Ended | E Time: 6.879s | ~Time Left: 295.783s |  Train Loss: 0.1590 | Train Acc. 94.2589% | Test Loss: 0.4833 | Test Acc. 82.0833%
Adas on BACH_transformed: T 1/3 | E 208/250 Ended | E Time: 6.924s | ~Time Left: 290.809s |  Train Loss: 0.1656 | Train Acc. 93.9457% | Test Loss: 0.4335 | Test Acc. 86.6667%
Adas on BACH_transformed: T 1/3 | E 209/250 Ended | E Time: 7.349s | ~Time Left: 301.324s |  Train Loss: 0.1581 | Train Acc. 94.5720% | Test Loss: 0.3935 | Test Acc. 84.5833%
Adas on BACH_transformed: T 1/3 | E 210/250 Ended | E Time: 7.187s | ~Time Left: 287.488s |  Train Loss: 0.1380 | Train Acc. 95.7203% | Test Loss: 0.4308 | Test Acc. 85.8333%
Adas on BACH_transformed: T 1/3 | E 211/250 Ended | E Time: 7.044s | ~Time Left: 274.727s |  Train Loss: 0.1623 | Train Acc. 94.0501% | Test Loss: 0.4674 | Test Acc. 84.1667%
Adas on BACH_transformed: T 1/3 | E 212/250 Ended | E Time: 6.952s | ~Time Left: 264.188s |  Train Loss: 0.1326 | Train Acc. 95.3027% | Test Loss: 0.4081 | Test Acc. 85.8333%
Adas on BACH_transformed: T 1/3 | E 213/250 Ended | E Time: 7.520s | ~Time Left: 278.252s |  Train Loss: 0.1553 | Train Acc. 94.2589% | Test Loss: 0.3912 | Test Acc. 83.7500%
Adas on BACH_transformed: T 1/3 | E 214/250 Ended | E Time: 6.989s | ~Time Left: 251.621s |  Train Loss: 0.1398 | Train Acc. 94.7808% | Test Loss: 0.3678 | Test Acc. 87.5000%
Adas on BACH_transformed: T 1/3 | E 215/250 Ended | E Time: 6.938s | ~Time Left: 242.845s |  Train Loss: 0.1323 | Train Acc. 95.5115% | Test Loss: 0.4367 | Test Acc. 86.2500%
Adas on BACH_transformed: T 1/3 | E 216/250 Ended | E Time: 6.926s | ~Time Left: 235.475s |  Train Loss: 0.1387 | Train Acc. 94.8852% | Test Loss: 0.4649 | Test Acc. 84.5833%
Adas on BACH_transformed: T 1/3 | E 217/250 Ended | E Time: 7.765s | ~Time Left: 256.259s |  Train Loss: 0.1358 | Train Acc. 94.3633% | Test Loss: 0.4471 | Test Acc. 84.1667%
Adas on BACH_transformed: T 1/3 | E 218/250 Ended | E Time: 7.006s | ~Time Left: 224.182s |  Train Loss: 0.1527 | Train Acc. 95.0939% | Test Loss: 0.4677 | Test Acc. 81.6667%
Adas on BACH_transformed: T 1/3 | E 219/250 Ended | E Time: 6.929s | ~Time Left: 214.794s |  Train Loss: 0.1617 | Train Acc. 94.0501% | Test Loss: 0.3711 | Test Acc. 86.6667%
Adas on BACH_transformed: T 1/3 | E 220/250 Ended | E Time: 6.906s | ~Time Left: 207.185s |  Train Loss: 0.1359 | Train Acc. 94.5720% | Test Loss: 0.4113 | Test Acc. 83.3333%
Adas on BACH_transformed: T 1/3 | E 221/250 Ended | E Time: 7.141s | ~Time Left: 207.089s |  Train Loss: 0.1550 | Train Acc. 94.2589% | Test Loss: 0.4209 | Test Acc. 82.9167%
Adas on BACH_transformed: T 1/3 | E 222/250 Ended | E Time: 7.147s | ~Time Left: 200.126s |  Train Loss: 0.1413 | Train Acc. 94.8852% | Test Loss: 0.2897 | Test Acc. 90.4167%
Adas on BACH_transformed: T 1/3 | E 223/250 Ended | E Time: 6.917s | ~Time Left: 186.746s |  Train Loss: 0.1026 | Train Acc. 96.4509% | Test Loss: 0.4103 | Test Acc. 85.8333%
Adas on BACH_transformed: T 1/3 | E 224/250 Ended | E Time: 6.926s | ~Time Left: 180.066s |  Train Loss: 0.1195 | Train Acc. 94.8852% | Test Loss: 0.4057 | Test Acc. 87.0833%
Adas on BACH_transformed: T 1/3 | E 225/250 Ended | E Time: 6.879s | ~Time Left: 171.978s |  Train Loss: 0.1209 | Train Acc. 95.5115% | Test Loss: 0.4203 | Test Acc. 86.2500%
Adas on BACH_transformed: T 1/3 | E 226/250 Ended | E Time: 7.165s | ~Time Left: 171.952s |  Train Loss: 0.1210 | Train Acc. 95.8246% | Test Loss: 0.4372 | Test Acc. 85.0000%
Adas on BACH_transformed: T 1/3 | E 227/250 Ended | E Time: 6.962s | ~Time Left: 160.123s |  Train Loss: 0.1419 | Train Acc. 94.6764% | Test Loss: 0.4432 | Test Acc. 82.5000%
Adas on BACH_transformed: T 1/3 | E 228/250 Ended | E Time: 7.781s | ~Time Left: 171.176s |  Train Loss: 0.1196 | Train Acc. 95.5115% | Test Loss: 0.4357 | Test Acc. 84.1667%
Adas on BACH_transformed: T 1/3 | E 229/250 Ended | E Time: 7.030s | ~Time Left: 147.641s |  Train Loss: 0.1233 | Train Acc. 96.1378% | Test Loss: 0.3257 | Test Acc. 87.9167%
Adas on BACH_transformed: T 1/3 | E 230/250 Ended | E Time: 6.898s | ~Time Left: 137.952s |  Train Loss: 0.1336 | Train Acc. 94.8852% | Test Loss: 0.4584 | Test Acc. 82.5000%
Adas on BACH_transformed: T 1/3 | E 231/250 Ended | E Time: 7.184s | ~Time Left: 136.490s |  Train Loss: 0.1238 | Train Acc. 94.7808% | Test Loss: 0.4022 | Test Acc. 85.8333%
Adas on BACH_transformed: T 1/3 | E 232/250 Ended | E Time: 6.859s | ~Time Left: 123.469s |  Train Loss: 0.1074 | Train Acc. 96.1378% | Test Loss: 0.4154 | Test Acc. 86.2500%
Adas on BACH_transformed: T 1/3 | E 233/250 Ended | E Time: 7.182s | ~Time Left: 122.089s |  Train Loss: 0.1116 | Train Acc. 95.8246% | Test Loss: 0.3035 | Test Acc. 88.3333%
Adas on BACH_transformed: T 1/3 | E 234/250 Ended | E Time: 7.168s | ~Time Left: 114.695s |  Train Loss: 0.1154 | Train Acc. 96.0334% | Test Loss: 0.4171 | Test Acc. 85.0000%
Adas on BACH_transformed: T 1/3 | E 235/250 Ended | E Time: 7.041s | ~Time Left: 105.611s |  Train Loss: 0.1092 | Train Acc. 97.0772% | Test Loss: 0.4705 | Test Acc. 88.7500%
Adas on BACH_transformed: T 1/3 | E 236/250 Ended | E Time: 6.844s | ~Time Left: 95.820s |  Train Loss: 0.1016 | Train Acc. 96.9729% | Test Loss: 0.3721 | Test Acc. 87.5000%
Adas on BACH_transformed: T 1/3 | E 237/250 Ended | E Time: 6.951s | ~Time Left: 90.367s |  Train Loss: 0.1231 | Train Acc. 95.4071% | Test Loss: 0.3900 | Test Acc. 87.9167%
Adas on BACH_transformed: T 1/3 | E 238/250 Ended | E Time: 6.998s | ~Time Left: 83.971s |  Train Loss: 0.1097 | Train Acc. 96.2422% | Test Loss: 0.3980 | Test Acc. 87.0833%
Adas on BACH_transformed: T 1/3 | E 239/250 Ended | E Time: 7.155s | ~Time Left: 78.700s |  Train Loss: 0.1172 | Train Acc. 96.2422% | Test Loss: 0.3660 | Test Acc. 86.2500%
